Hour,Grid_kVA
7622,34.60203333333333
7623,34.60203333333333
7624,26.976033333333334
7625,26.976033333333334
7626,42.11103333333333
7627,42.11103333333333
7628,27.506033333333335
7629,27.506033333333335
7630,27.506033333333335
7631,27.506033333333335
7632,48.13903333333333
7633,59.381553333333336
7634,59.381553333333336
7635,59.381553333333336
7636,59.381553333333336
7637,59.381553333333336
7638,59.381553333333336
7639,59.381553333333336
7640,59.381553333333336
7641,40.63003333333333
7642,40.63003333333333
7643,40.63003333333333
7644,40.63003333333333
7645,42.169533333333334
7646,34.60203333333333
7647,34.60203333333333
7648,33.69803333333333
7649,33.69803333333333
7650,48.83303333333333
7651,48.83303333333333
7652,39.79103333333333
7653,39.79103333333333
7654,39.79103333333333
7655,39.79103333333333
7656,54.86103333333333
7657,56.66955333333333
7658,56.66955333333333
7659,59.381553333333336
7660,59.381553333333336
7661,59.381553333333336
7662,59.381553333333336
7663,59.381553333333336
7664,59.381553333333336
7665,42.43803333333334
7666,42.43803333333334
7667,40.63003333333333
7668,40.63003333333333
7669,42.169533333333334
7670,34.60203333333333
7671,34.60203333333333
7672,29.688033333333333
7673,29.688033333333333
7674,42.11103333333333
7675,42.11103333333333
7676,25.698033333333335
7677,25.698033333333335
7678,27.506033333333335
7679,27.506033333333335
7680,49.94703333333333
7681,56.66955333333333
7682,56.66955333333333
7683,59.381553333333336
7684,59.381553333333336
7685,59.381553333333336
7686,59.381553333333336
7687,59.381553333333336
7688,59.381553333333336
7689,57.573033333333335
7690,57.573033333333335
7691,55.765033333333335
7692,55.765033333333335
7693,49.73703333333333
7694,49.73703333333333
7695,49.73703333333333
7696,44.82303333333333
7697,44.82303333333333
7698,42.11103333333333
7699,42.11103333333333
7700,25.698033333333335
7701,25.698033333333335
7702,27.506033333333335
7703,27.506033333333335
7704,49.94703333333333
7705,56.66955333333333
7706,54.86155333333333
7707,59.381553333333336
7708,59.381553333333336
7709,59.381553333333336
7710,59.381553333333336
7711,59.381553333333336
7712,59.381553333333336
7713,57.573033333333335
7714,57.573033333333335
7715,55.765033333333335
7716,55.765033333333335
7717,49.73703333333333
7718,49.73703333333333
7719,49.73703333333333
7720,44.82303333333333
7721,44.82303333333333
7722,42.11103333333333
7723,42.11103333333333
7724,25.698033333333335
7725,25.698033333333335
7726,27.506033333333335
7727,27.506033333333335
7728,49.94703333333333
7729,59.381553333333336
7730,59.381553333333336
7731,59.381553333333336
7732,59.381553333333336
7733,59.381553333333336
7734,59.381553333333336
7735,59.381553333333336
7736,59.381553333333336
7737,40.63003333333333
7738,40.63003333333333
7739,40.63003333333333
7740,40.63003333333333
7741,42.169533333333334
7742,34.60203333333333
7743,34.60203333333333
7744,34.60203333333333
7745,34.60203333333333
7746,49.73703333333333
7747,48.83303333333333
7748,39.79103333333333
7749,39.79103333333333
7750,39.79103333333333
7751,39.79103333333333
7752,54.86103333333333
7753,59.381553333333336
7754,59.381553333333336
7755,59.381553333333336
7756,59.381553333333336
7757,59.381553333333336
7758,59.381553333333336
7759,59.381553333333336
7760,59.381553333333336
7761,40.63003333333333
7762,40.63003333333333
7763,40.63003333333333
7764,40.63003333333333
7765,42.169533333333334
7766,34.60203333333333
7767,34.60203333333333
7768,34.60203333333333
7769,34.60203333333333
7770,49.73703333333333
7771,48.83303333333333
7772,39.79103333333333
7773,39.79103333333333
7774,39.79103333333333
7775,39.79103333333333
7776,54.86103333333333
7777,59.381553333333336
7778,59.381553333333336
7779,59.381553333333336
7780,59.381553333333336
7781,59.381553333333336
7782,59.381553333333336
7783,59.381553333333336
7784,59.381553333333336
